condition,altitude_m,tas_mps,mach,alpha_deg,beta_deg,control_name,control_deg,throttle,fuel_flow_kg_s,valid
cruise,10668,231.297620782,0.78,4.56278061037,0,tail_incidence,-2.10502737655,0.869465051578,0.638411354312,true
dash,10668,231.297620069,0.779999997597,4.18988150164,0,tail_incidence,-2.10502737655,0.892838332791,0.654109454174,true
