condition,altitude_m,tas_mps,mach,alpha_deg,beta_deg,control_name,control_deg,throttle,fuel_flow_kg_s,valid
cruise,175,17.9999998668,0.0530001540075,2.69570567814,0,wing_twist,-2,0.6,0,true
dash,175,37.3583817434,0.110000000029,0.398561606091,0,wing_twist,-2,0.77202550243,0,true
