condition,altitude_m,tas_mps,mach,alpha_deg,beta_deg,control_name,control_deg,throttle,fuel_flow_kg_s,valid
cruise,304.8,38.6,0.113823306895,6.56310942899,0,tail_incidence,-5.05496643038,0.192672597755,0.00248011903626,true
dash,304.8,98.8113697086,0.291374011893,0.789165414513,0,tail_incidence,-5.05496643038,1,0.00672151100253,true
