condition,altitude_m,tas_mps,mach,alpha_deg,beta_deg,control_name,control_deg,throttle,fuel_flow_kg_s,valid
cruise,175,22.4705427506,0.0661634575124,3.74663475076,0,tail_incidence,-2.46888057273,0.18,0,true
dash,175,37.3583817434,0.110000000029,1.76549428159,0,tail_incidence,-2.46888057273,0.40001145923,0,true
